date,open,high,low,close,volume
2014-01-02,12.667393183846462,12.690778258270964,12.473641515233055,12.490344047546387,40830400
2014-01-03,12.510386476837079,12.523749010948682,12.396807485531225,12.45025634765625,27533600
2014-01-06,12.453597821331103,12.507046689796498,12.413511488562442,12.470301628112793,22472200
2014-01-07,12.520405768958362,12.590557150517064,12.480319447256417,12.580535888671875,17296400
2014-01-08,12.553817662923569,12.570520198175302,12.480324978629834,12.5137300491333,28752800
2014-01-09,12.557156076240576,12.593902413752128,12.493685940561637,12.587221145629883,18738600
2014-01-10,12.667393756547114,12.857806711356684,12.647351226593592,12.767611503601074,53048200
2014-01-13,12.757587133314322,12.770949667579917,12.623965613622588,12.637328147888184,24834000
2014-01-14,12.65737270415551,12.707481578524087,12.61394509799085,12.654032707214355,15348200
2014-01-15,12.64400892006953,12.69077779288192,12.617285124212504,12.630647659301758,11903800
2014-01-16,12.61394863398337,12.720847680890808,12.61394863398337,12.717506408691406,16715000
2014-01-17,12.720844094731394,12.744227896247168,12.684097756829006,12.714162826538086,8632600
2014-01-21,12.760936906799392,12.86115343192396,12.747574363630182,12.854472160339355,11455400
2014-01-22,12.86114614766582,12.907913747947704,12.83108107972439,12.867827415466309,14949400
2014-01-23,12.844444880972851,12.861147414959115,12.757589665329622,12.831082344055176,18847800
2014-01-24,12.807695404303919,12.881188065027095,12.687435150146483,12.687435150146484,30035200
2014-01-27,12.710825138614567,12.770955294984141,12.670738792475507,12.717506408691406,16843600
2014-01-28,12.750910151063325,12.770953959197342,12.700802542211031,12.764272689819336,15803200
2014-01-29,12.710822686689877,12.817720438654714,12.70414141790186,12.757590293884277,22085200
2014-01-30,12.777631318596681,12.971384248304597,12.777631318596681,12.954680442810059,16803800
2014-01-31,12.87784553013902,13.088300954252515,12.824396675130012,13.061575889587402,28027200
2014-02-03,13.08829979582583,13.231943819884036,12.941315776140712,12.95801830291748,41110800
2014-02-04,13.02150081712833,13.02150081712833,12.824407755064424,12.881197929382324,21823800
2014-02-05,12.854464060470765,12.874507862594557,12.78097139367164,12.8243989944458,15622400
2014-02-06,12.84444302394597,12.924615685217482,12.801015422403042,12.91793441772461,21078200
2014-02-07,12.958018780382067,12.998105100987598,12.90790992388429,12.988083839416504,20122000
2014-02-10,12.941320990904336,13.091645066790127,12.904574652595675,13.08496379852295,14652800
2014-02-11,13.088303538530573,13.251990131799944,13.064919739492092,13.208563804626465,20196400
2014-02-12,13.20521884504919,13.248646434413319,13.145088728797663,13.225262641906738,11637800
2014-02-13,13.17181879268483,13.382274279476254,13.165137524528735,13.368911743164062,16418200
2014-02-14,13.338843880712199,13.465785400455587,13.312118813683554,13.45576286315918,14478800
2014-02-18,13.489170744584108,13.545959607053472,13.462445674489244,13.502532005310059,19472400
2014-02-19,13.492512551236,13.572686497954626,13.395636070628145,13.425701141357422,20743400
2014-02-20,13.422357198676629,13.576022504200802,13.415675932220628,13.529254913330078,19243400
2014-02-21,13.539282018014568,13.6695635843195,13.53260074867562,13.545963287353516,18419400
2014-02-24,13.562663676677543,13.676242688817357,13.50587480776845,13.512556076049805,14203400
2014-02-25,13.539281669523561,13.6194556252055,13.472471526497372,13.495855331420898,13142200
2014-02-26,13.562661774756897,13.572684312934262,13.439061514688586,13.452424049377441,19662000
2014-02-27,13.435722552229732,13.512555221121758,13.37559241582353,13.419018745422363,13822800
2014-02-28,13.442404670577998,13.539279874853607,13.435723402296642,13.512556076049805,17664000
2014-03-03,13.459108814879203,13.49919515504317,13.358892327308398,13.378934860229492,28474400
2014-03-04,13.465785926574792,13.52591605541724,13.445742125520182,13.475807189941406,19471600
2014-03-05,13.455761965231192,13.48916829678773,13.372248047821719,13.385610580444336,18069200
2014-03-06,13.412338352799013,13.439062149116852,13.2787155482453,13.318801879882812,27529000
2014-03-07,13.26869532444862,13.358890533447266,13.201883916932406,13.358890533447266,27624800
2014-03-10,13.31880396078848,13.378934104800125,13.275377625696954,13.325485229492188,21968800
2014-03-11,13.342184250943726,13.362228051777086,13.228605261530767,13.288735389709473,15842000
2014-03-12,13.26869249124401,13.459104133698427,13.26869249124401,13.45576286315918,15596000
2014-03-13,13.46578779679164,13.626134404534357,13.445743992953213,13.5960693359375,42867400
2014-03-14,13.552638647523935,13.702963956301458,13.542617385045856,13.659536361694336,25632400
2014-03-17,13.689606639466861,13.763099323831687,13.616113955102033,13.749736785888672,19267800
2014-03-18,13.756413711857906,13.786478775577049,13.696283584419625,13.72968864440918,15949000
2014-03-19,13.733032832048076,13.756416633872012,13.455765932819086,13.512556076049805,51130200
2014-03-20,13.475809252786528,13.542620658874512,13.37893277767503,13.542620658874512,25207400
2014-03-21,13.615040597216169,13.780092379681491,13.59483106646425,13.645356178283691,27598000
2014-03-24,13.655462816024079,13.739672624285294,13.591462539384148,13.682409286499023,19989000
2014-03-25,13.709357078375383,13.759882192502669,13.608305565181107,13.739672660827637,20895200
2014-03-26,13.759882155906576,13.790197738278202,13.679041459542043,13.682409286499023,15633000
2014-03-27,13.675675984610773,13.803675286991597,13.638624738471629,13.793570518493652,26842600
2014-03-28,13.766615879191344,13.823879203602202,13.73630030390075,13.813773155212402,15402800
2014-03-31,13.891247364146674,14.019245318319443,13.837353150563558,13.965351104736328,17405800
2014-04-01,13.97209164075163,13.97209164075163,13.81714589740924,13.867671012878418,20275600
2014-04-02,13.847461700439455,13.897986816710514,13.790198360071209,13.847461700439453,23314600
2014-04-03,13.850828026114405,13.93503782904423,13.833986322516365,13.891249656677246,10953600
2014-04-04,13.948509403917743,14.120296808170359,13.918193828468528,13.965351104736328,27240200
2014-04-07,13.955245380966671,14.093349374079123,13.935034570411439,13.941771507263184,26768800
2014-04-08,13.945142595094003,14.16071946515382,13.847458924304556,14.140508651733398,23726400
2014-04-09,14.12703400001118,14.170823450879977,13.96198353010018,14.11019229888916,36243400
2014-04-10,14.120296276924655,14.221349047913085,14.009140027752483,14.056297302246094,32002400
2014-04-11,14.052930794188512,14.140508414327655,14.012509168026313,14.042824745178223,35646800
2014-04-14,14.106827516608385,14.17419562057257,14.02935464677847,14.127037048339844,19273400
2014-04-15,14.127040304441298,14.322407722473145,14.127040304441298,14.322407722473145,30050000
2014-04-16,14.319031049763927,14.426820755004881,14.292084587158183,14.426820755004883,24827600
2014-04-17,14.383035808704555,14.457139567764688,14.22809006665005,14.248299598693848,35978600
2014-04-21,14.248303234277099,14.349354775099478,14.16409340276844,14.231461524963379,22112600
2014-04-22,14.255037711032626,14.265142477886256,14.160723127225854,14.251669883728027,21521600
2014-04-23,14.251670652860827,14.413353355943757,14.234827660609351,14.258407592773438,34032200
2014-04-24,14.268512893397332,14.39314307408838,14.191040008916953,14.356090545654297,22518600
