date,open,high,low,close,volume
2014-01-02,71.88772692673167,72.36122913703983,71.8665261399803,72.20574951171875,8580800
2014-01-03,71.95132928698577,72.40363071054256,71.91599643968625,72.20574951171875,4083800
2014-01-06,72.35418676092712,72.79235628350919,72.34712342400985,72.5096664428711,7796200
2014-01-07,72.66512037934426,72.78526176669442,72.48137123925333,72.69338989257812,4428100
2014-01-08,72.40361378424384,72.57323082231879,72.15626234353915,72.49549102783203,8513000
2014-01-09,72.77111427736583,72.94072592895027,72.44602303188847,72.91952514648438,6991100
2014-01-10,73.3365190746487,73.88069788202718,73.27998542826063,73.78882598876953,13197400
2014-01-13,73.8594968026976,74.30472959547737,73.83122728368406,74.15631866455078,9667400
2014-01-14,73.95844049644889,74.08565064136602,73.77469131115531,73.81709289550781,10343100
2014-01-15,73.52732084732642,73.85948088432346,73.44958103475868,73.73933410644531,7507500
2014-01-16,74.09976808959212,74.25524772402962,74.00789621099659,74.23404693603516,7137700
2014-01-17,74.10684399657886,74.5732775532265,74.05737368917897,74.54501342773438,7588600
2014-01-21,74.52383028061456,74.72878030086531,74.48849741689871,74.60157012939453,6436000
2014-01-22,74.4672712091299,74.73582352754501,74.37539393272714,74.41780090332031,4646700
2014-01-23,74.82772086793327,75.68285381175711,74.82772086793327,75.47084045410156,12960600
2014-01-24,75.75346233431581,75.96547550169014,75.61211483087699,75.95841217041016,11122200
2014-01-27,75.77472086149669,76.04327323491638,75.40722246433286,75.42842864990234,9218200
2014-01-28,75.55560321484435,75.61213684082031,75.30118302645121,75.61213684082031,5661500
2014-01-29,75.88067860688365,76.43192043580753,75.61212102428026,76.23403930664062,11709400
2014-01-30,75.95135889708246,76.09270103741676,75.6969387309951,76.01496124267578,5956900
2014-01-31,76.46728756775558,76.61570387305477,76.21993604535493,76.5238265991211,14690900
2014-02-03,76.37222903207626,77.47044412058125,76.2446937837604,77.4562759399414,20780300
2014-02-04,76.88939565554064,76.99567585300667,76.49970880567905,76.63433074951172,9573500
2014-02-05,76.30134582317466,76.36511071819311,75.81954679569937,75.92582702636719,10312200
2014-02-06,75.79116654418004,75.82658966598561,75.47232601412396,75.59986114501953,5708700
2014-02-07,75.42985035772995,75.96833286665738,75.41568218370095,75.66366577148438,7039200
2014-02-10,75.5361456609624,75.89749633565667,75.50780390161013,75.87623596191406,4370500
2014-02-11,75.5361212182262,75.59280471858855,75.2172859885512,75.43692779541016,5904900
2014-02-12,75.22435781404775,75.25269956062789,74.83467096125052,75.04722595214844,6723300
2014-02-13,75.52195542013045,75.62115425880148,75.31648717001406,75.47235870361328,6874600
2014-02-14,75.50780578670054,75.55740251539578,75.29524528907068,75.514892578125,4989100
2014-02-18,75.57155965471327,75.95415981817668,75.54321790082027,75.68492126464844,4855800
2014-02-19,75.93999453990446,75.93999453990446,75.31649214739267,75.3660888671875,5522500
2014-02-20,75.33063673144159,75.55027850665876,74.88426639307387,75.18184661865234,5103200
2014-02-21,75.06851817719452,75.5857458491892,75.06851817719452,75.57865905761719,5250700
2014-02-24,75.59991471750024,75.62825647840916,75.2243958453239,75.38735961914062,3816700
2014-02-25,75.74872957246674,76.06756500388776,75.73455598558962,76.06047821044922,6225400
2014-02-26,76.03208459504387,76.46428680419922,75.98248788607371,76.46428680419922,7203900
2014-02-27,76.71938334713818,76.91777025079332,76.5918481368402,76.8823471069336,5394700
2014-02-28,76.7194072228181,77.04532943820077,76.36514324014485,76.92488098144531,8462600
2014-03-03,77.33185428102446,77.54493099729586,77.16139615926693,77.43839263916016,11089400
2014-03-04,76.95540494155769,76.95540494155769,76.25226061695618,76.27356719970703,8068100
2014-03-05,76.23802327158732,76.55053414835213,76.13858897784627,76.43689727783203,4798500
2014-03-06,75.8261197018478,75.97527121363011,75.65565618658356,75.68406677246094,7418200
2014-03-07,75.03062123426768,75.40705192239531,75.00221065532698,75.20818328857422,8270300
2014-03-10,75.24365068400829,75.36439150472063,75.13000843950694,75.3146743774414,3744300
2014-03-11,75.27212137611727,75.52780579297736,75.13006845701189,75.51360321044922,3815700
2014-03-12,75.93976547632565,76.18125277504274,75.84033112354973,76.03919982910156,6430500
2014-03-13,75.78350140797275,77.08325726839323,75.74799223956201,77.06195068359375,11815500
2014-03-14,77.39577931941793,77.40288332161802,76.93411671419946,77.07616424560547,9232800
2014-03-17,76.83465678172385,76.91988852345507,76.47242865282136,76.50083923339844,7381900
2014-03-18,76.47950627802575,76.81332371123129,76.42268513646688,76.7778091430664,4819500
2014-03-19,76.64996663484389,76.69258520170135,75.86159088251196,76.18120574951172,11557600
2014-03-20,76.06049774960852,76.44403253179921,75.98947399411362,76.04629516601562,5224400
2014-03-21,76.28776724416747,76.93409033484767,76.25935666387457,76.87017059326172,8986200
2014-03-24,76.74229691649356,77.48095005209166,76.6712677830119,77.41703033447266,7536400
2014-03-25,76.99799977632453,77.28919868204235,76.82753632936662,77.12583923339844,5032000
2014-03-26,77.09742528448622,77.7579561645144,77.04770813948463,77.72954559326172,7147200
2014-03-27,77.87159249934473,78.40427851448186,77.71533706790252,78.12017822265625,9772200
2014-03-28,78.02789080935197,78.04919739466405,77.43127932678684,77.67987060546875,6027000
2014-03-31,77.23240068680877,78.88728057049664,76.94830027547056,77.48809051513672,7488400
2014-04-01,77.0893367321047,77.16054323397154,76.7902607319314,76.82586669921875,9067300
2014-04-02,76.46981994850606,76.58375468453498,76.31316240281991,76.38436889648438,6887200
2014-04-03,76.56240522393394,76.86148125753583,76.50544327569838,76.71906280517578,4937400
2014-04-04,76.81161314449336,77.39551504246042,76.79736858717082,77.23173522949219,8977500
2014-04-07,77.34562653054877,77.82271571155624,77.33138198122401,77.69454193115234,7562500
2014-04-08,77.63762163374814,77.95093671626019,77.41687987981851,77.87973022460938,4213800
2014-04-09,77.53083216844568,77.86550875441662,77.35993545127006,77.49523162841797,5771500
2014-04-10,77.55927769889475,78.48497820748548,77.54503857643141,78.21438598632812,12706400
2014-04-11,78.71287887520286,78.8908978688325,78.42092511795016,78.84817504882812,10267000
2014-04-14,78.67011575639312,78.82676782706692,78.54194192932854,78.64163208007812,4142600
2014-04-15,78.76267295261393,79.40354200105891,78.5775317980176,79.13294982910156,7752000
2014-04-16,78.63454013916034,79.23268127441406,78.59893417185377,79.23268127441406,5523000
2014-04-17,79.30386941672984,79.36083134153995,78.11469891757774,78.36392974853516,8622500
2014-04-21,78.59180413520308,78.76982307644487,78.21439941629663,78.29985046386719,4316300
2014-04-22,78.08617383003387,78.67719215343695,78.0505678947685,78.56326293945312,5748700
2014-04-23,78.75553901525822,79.07597620838717,78.70569395402094,79.01188659667969,5748600
2014-04-24,78.64874272046664,79.18992166234932,78.64874272046664,79.16143798828125,6337800
2014-04-25,79.38931991434976,79.74535777171592,79.26826834669484,79.275390625,5976500
2014-04-28,79.11870254646222,79.23975406737252,78.71994203866149,78.89083862304688,7606000
2014-04-29,78.44935836693938,78.84812435051022,78.35679050554697,78.7840347290039,5235200
2014-04-30,78.84105401136627,79.22557569559578,78.5989453512031,79.11164093017578,7721400
2014-05-01,79.14660607200092,80.00317436153416,79.11805325109377,79.96034240722656,11556500
2014-05-02,79.61764809506016,80.73117988302683,79.44633676903965,80.45279693603516,12702100
2014-05-05,80.48855530271823,80.52424224171729,79.86754374848658,79.96747589111328,8043000
2014-05-06,80.02454876135228,80.44569041199453,79.97458271049827,80.28865814208984,6522600
2014-05-07,80.1673533849299,80.3529440143407,79.90324929842777,80.00318145751953,8199200
2014-05-08,80.18873587719062,80.48853768534327,79.56059034018399,79.6605224609375,10878800
2014-05-09,79.61053004372059,79.81039421905811,79.21794125527626,79.40352630615234,6000600
2014-05-12,79.23938180302694,79.32503479575144,78.9038930591435,79.08234405517578,4563800
2014-05-13,79.54627024712379,79.76754760742188,79.46775142007176,79.76754760742188,5501000
2014-05-14,80.3957832805301,80.82407025417444,80.3458171930576,80.63134002685547,8851400
2014-05-15,81.21664465959137,81.66634481120097,81.0881596799735,81.27375030517578,12627900
2014-05-16,81.09531520934154,81.3736984789928,80.95969063585676,81.04534912109375,5019200
2014-05-19,81.3236674133473,81.34508065607363,80.38858617502542,80.44568634033203,7403300
2014-05-20,80.37434566373875,81.0024967969131,80.36720609743628,80.62417602539062,6549800
2014-05-21,80.10305425338446,80.23153914069759,79.85322404080065,80.13160705566406,8224600
2014-05-22,80.13166734974278,80.23159950996903,79.79617847788572,80.0174560546875,6495700
2014-05-23,80.31720143808323,80.59558993119799,80.26723538975818,80.44568634033203,3835000
2014-05-27,80.55279795502024,80.94539241937063,80.23158826301974,80.91683959960938,6658300
2014-05-28,81.44500933276342,81.97322259943235,81.43786977019083,81.91612243652344,10361000
2014-05-29,81.99464487110895,82.2230618704004,81.46642613546116,81.48070526123047,10692000
2014-05-30,81.34509809432943,81.659173577354,81.2380264118536,81.44503021240234,6518900
2014-06-02,80.89686039611072,81.35487473491699,80.54619436232876,80.83960723876953,11728200
2014-06-03,80.44599580321943,80.539028079371,79.8019114991981,79.8448486328125,12694100
2014-06-04,79.9808382409376,80.02377538246421,79.63016671859677,79.82339477539062,7882000
2014-06-05,79.52997913287689,80.13112643460299,79.4512573974132,79.85917663574219,6915600
2014-06-06,80.2456273025742,80.44601337645773,79.78761291076489,79.85917663574219,7832800
2014-06-09,79.75895472037837,79.89492956592207,79.5800427488567,79.74464416503906,5162800
2014-06-10,79.4655718190245,79.6301678371633,79.31528636160824,79.45125579833984,5986000
2014-06-11,79.62301745132605,79.82339806666171,79.3295990788972,79.59439086914062,5569700
2014-06-12,79.65159694230871,80.40302380556277,79.43690043283097,80.3028335571289,9775900
2014-06-13,79.8448638637527,80.59629660511192,79.81623728256204,80.25994110107422,5412500
2014-06-16,80.30289128569241,80.60346224707006,80.22416953962261,80.46033477783203,5184600
2014-06-17,80.20268741877449,80.21699797929601,79.78045763386402,79.82339477539062,6668800
2014-06-18,80.00941708748965,80.6964382418417,79.83765770393255,80.43880462646484,11256500
2014-06-19,80.517543431499,80.55332254904482,79.25084364325042,79.40828704833984,14215500
2014-06-20,79.41544091972477,80.00942993164062,79.36534578980172,80.00942993164062,7319100
